report_id,anonymous_token,received_at,district_id,district_name,taluk_id,taluk_name,locality_id,locality_name,signal_type,drug_category,description,source_channel,verification_status,processing_status,duplicate_group_id,risk_relevance,confidence_score,is_first_time_signal
CR-2026-00078,ANON-TN-05592048C0,2025-09-23 02:25:31,7,Tiruppur,26,Tiruppur North,68,Tiruppur East Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Tiruppur East Market locality in Tiruppur.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-375,LOW,82,0
CR-2026-00079,ANON-TN-2067949395,2025-02-18 00:52:31,5,Tiruchirappalli,22,Tiruchirappalli Rural,51,Tiruchirappalli West Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruchirappalli West Sector A locality in Tiruchirappalli.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-202,HIGH,70,0
CR-2026-00080,ANON-TN-3AEC9152E6,2025-04-07 15:16:34,7,Tiruppur,26,Tiruppur North,65,Tiruppur South Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruppur South Sector A locality in Tiruppur.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-292,HIGH,59,0
CR-2026-00081,ANON-TN-95208D4205,2024-11-09 08:05:30,18,Tiruvallur,73,Tiruvallur South,184,Tiruvallur East Bypass Hub,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Tiruvallur East Bypass Hub locality in Tiruvallur.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-115,HIGH,61,0
CR-2026-00082,ANON-TN-A7A2D641E3,2026-01-03 13:07:29,20,Viluppuram,80,Viluppuram North,200,Viluppuram North Sector A,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Viluppuram North Sector A locality in Viluppuram.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-168,HIGH,67,0
CR-2026-00083,ANON-TN-B9EE924971,2026-06-10 08:08:05,8,Erode,29,Erode North,72,Erode South Sector A,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Erode South Sector A locality in Erode.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-59,LOW,88,0
CR-2026-00084,ANON-TN-6159D39516,2024-11-06 19:44:57,32,Theni,127,Theni North,319,Theni West Bypass Hub,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Theni West Bypass Hub locality in Theni.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-214,HIGH,66,0
CR-2026-00085,ANON-TN-6D33B308F2,2025-12-08 03:07:13,29,Sivaganga,115,Sivaganga South,285,Sivaganga East Sector A,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Sivaganga East Sector A locality in Sivaganga.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-298,HIGH,69,0
CR-2026-00086,ANON-TN-EA178A19B1,2024-12-24 02:14:51,16,Kancheepuram,66,Kancheepuram Rural,155,Kancheepuram North Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Kancheepuram North Market locality in Kancheepuram.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-201,HIGH,88,0
CR-2026-00087,ANON-TN-CF1702B127,2026-03-18 09:53:50,33,Thiruvarur,132,Thiruvarur North,331,Thiruvarur West Market,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Thiruvarur West Market locality in Thiruvarur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-344,LOW,65,1
CR-2026-00088,ANON-TN-C4EB8F3F61,2025-06-03 19:58:35,1,Chennai,1,Chennai North,3,Chennai North Bypass Hub,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Chennai North Bypass Hub locality in Chennai.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-120,LOW,55,0
CR-2026-00089,ANON-TN-FB08F9CD62,2026-08-09 03:55:48,4,Salem,13,Salem North,35,Salem South Sector A,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Salem South Sector A locality in Salem.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-287,MEDIUM,58,0
CR-2026-00090,ANON-TN-0085C98280,2025-02-20 14:55:31,12,Thanjavur,47,Thanjavur South,117,Thanjavur North Bypass Hub,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Thanjavur North Bypass Hub locality in Thanjavur.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-20,HIGH,86,0
CR-2026-00091,ANON-TN-5664C6F6F6,2025-12-08 07:59:43,9,Vellore,37,Vellore Rural,81,Vellore North Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Vellore North Market locality in Vellore.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-120,MEDIUM,69,0
CR-2026-00092,ANON-TN-839F0E3351,2025-06-19 08:07:08,12,Thanjavur,47,Thanjavur South,118,Thanjavur South Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Thanjavur South Sector A locality in Thanjavur.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-148,MEDIUM,60,0
CR-2026-00093,ANON-TN-4C19A7CC96,2025-08-09 19:38:27,23,Namakkal,94,Namakkal East,230,Namakkal South Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Namakkal South Market locality in Namakkal.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-39,LOW,85,0
CR-2026-00094,ANON-TN-41B60E33FA,2025-06-12 18:19:57,13,Thoothukudi,50,Thoothukudi South,125,Thoothukudi South Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Thoothukudi South Sector A locality in Thoothukudi.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-243,LOW,57,0
CR-2026-00095,ANON-TN-F4053D8654,2025-10-28 15:55:20,36,Ranipet,146,Ranipet East,356,Ranipet South Market,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Ranipet South Market locality in Ranipet.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-242,MEDIUM,62,0
CR-2026-00096,ANON-TN-691F7AA406,2025-05-27 05:01:36,13,Thoothukudi,52,Thoothukudi West,126,Thoothukudi South Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Thoothukudi South Market locality in Thoothukudi.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-328,MEDIUM,66,0
CR-2026-00097,ANON-TN-8EE86E57C4,2024-10-04 23:35:35,28,Pudukkottai,113,Pudukkottai East,275,Pudukkottai South Sector A,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Pudukkottai South Sector A locality in Pudukkottai.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-216,LOW,66,0
CR-2026-00098,ANON-TN-0109BBAFF8,2025-11-16 17:25:08,32,Theni,129,Theni East,311,Theni North Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Theni North Market locality in Theni.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-96,MEDIUM,92,0
CR-2026-00099,ANON-TN-DD4F024FEA,2025-07-20 14:27:34,5,Tiruchirappalli,18,Tiruchirappalli North,50,Tiruchirappalli East Bypass Hub,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Tiruchirappalli East Bypass Hub locality in Tiruchirappalli.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-45,HIGH,87,0
CR-2026-00100,ANON-TN-A4684DC3A9,2026-03-27 19:18:39,4,Salem,16,Salem West,39,Salem West Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Salem West Sector A locality in Salem.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-133,HIGH,71,0
CR-2026-00101,ANON-TN-E1EF5CB20B,2026-06-17 19:21:12,22,Dharmapuri,90,Dharmapuri East,223,Dharmapuri East Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Dharmapuri East Sector A locality in Dharmapuri.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-31,HIGH,85,0
CR-2026-00102,ANON-TN-90DB54EF7C,2025-05-21 13:38:26,23,Namakkal,95,Namakkal West,229,Namakkal South Sector A,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Namakkal South Sector A locality in Namakkal.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-264,MEDIUM,74,0
CR-2026-00103,ANON-TN-1E23FBE6CC,2025-06-12 06:02:49,28,Pudukkottai,113,Pudukkottai East,273,Pudukkottai North Sector A,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Pudukkottai North Sector A locality in Pudukkottai.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-268,MEDIUM,80,1
CR-2026-00104,ANON-TN-56551D7350,2025-08-05 15:13:38,20,Viluppuram,80,Viluppuram North,201,Viluppuram North Market,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Viluppuram North Market locality in Viluppuram.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-291,LOW,84,0
CR-2026-00105,ANON-TN-2B57D2EF8B,2026-05-02 03:00:54,19,Cuddalore,76,Cuddalore South,195,Cuddalore West Market,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Cuddalore West Market locality in Cuddalore.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-185,LOW,64,0
CR-2026-00106,ANON-TN-AD280FFC3E,2025-08-16 10:24:45,20,Viluppuram,82,Viluppuram East,203,Viluppuram South Market,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Viluppuram South Market locality in Viluppuram.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-109,MEDIUM,89,0
CR-2026-00107,ANON-TN-EF9D948A4C,2026-01-16 17:52:09,17,Chengalpattu,70,Chengalpattu West,169,Chengalpattu South Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Chengalpattu South Market locality in Chengalpattu.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-27,MEDIUM,83,0
CR-2026-00108,ANON-TN-1F97D2D90E,2024-11-01 05:33:06,33,Thiruvarur,135,Thiruvarur West,326,Thiruvarur South Market,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Thiruvarur South Market locality in Thiruvarur.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-12,HIGH,92,0
CR-2026-00109,ANON-TN-7278529391,2025-05-09 20:22:46,12,Thanjavur,48,Thanjavur East,120,Thanjavur East Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Thanjavur East Sector A locality in Thanjavur.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-135,HIGH,83,0
CR-2026-00110,ANON-TN-4F33FCAFD6,2026-08-19 08:07:33,7,Tiruppur,28,Tiruppur East,69,Tiruppur East Bypass Hub,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Tiruppur East Bypass Hub locality in Tiruppur.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-323,HIGH,85,0
CR-2026-00111,ANON-TN-D3AAC25465,2025-07-06 20:32:31,19,Cuddalore,78,Cuddalore West,186,Cuddalore North Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Cuddalore North Market locality in Cuddalore.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-359,LOW,57,0
CR-2026-00112,ANON-TN-FCB52A3B0D,2025-05-22 08:06:29,1,Chennai,5,Chennai Rural,2,Chennai North Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Chennai North Market locality in Chennai.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-354,MEDIUM,85,0
CR-2026-00113,ANON-TN-C89890A314,2026-03-06 19:15:12,6,Tirunelveli,23,Tirunelveli North,58,Tirunelveli South Market,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Tirunelveli South Market locality in Tirunelveli.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-202,MEDIUM,80,0
CR-2026-00114,ANON-TN-643BAF90CC,2025-10-04 17:14:02,4,Salem,13,Salem North,39,Salem West Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Salem West Sector A locality in Salem.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-277,LOW,63,0
CR-2026-00115,ANON-TN-2412E2B20E,2025-08-18 22:00:57,28,Pudukkottai,111,Pudukkottai North,274,Pudukkottai North Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Pudukkottai North Market locality in Pudukkottai.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-38,MEDIUM,89,0
CR-2026-00116,ANON-TN-815C449DA9,2026-03-29 07:03:20,29,Sivaganga,117,Sivaganga West,279,Sivaganga North Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Sivaganga North Sector A locality in Sivaganga.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-61,HIGH,70,0
CR-2026-00117,ANON-TN-AACDA73E21,2025-07-09 17:06:19,35,Mayiladuthurai,142,Mayiladuthurai East,349,Mayiladuthurai West Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Mayiladuthurai West Sector A locality in Mayiladuthurai.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-322,HIGH,89,0
CR-2026-00118,ANON-TN-CA502C145C,2026-05-25 03:32:20,22,Dharmapuri,88,Dharmapuri North,220,Dharmapuri North Market,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Dharmapuri North Market locality in Dharmapuri.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-205,MEDIUM,66,0
CR-2026-00119,ANON-TN-E841D8981F,2025-04-16 08:15:23,24,Nilgiris,99,Nilgiris West,240,Nilgiris East Sector A,REHAB_NEED,SYNTHETIC_MDMA,Anonymous observation reported near Nilgiris East Sector A locality in Nilgiris.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-171,MEDIUM,92,0
CR-2026-00120,ANON-TN-0277FF8277,2026-04-03 13:01:08,29,Sivaganga,115,Sivaganga South,285,Sivaganga East Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Sivaganga East Sector A locality in Sivaganga.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-233,MEDIUM,71,0
CR-2026-00121,ANON-TN-2F8DDB153F,2025-07-20 04:33:43,33,Thiruvarur,133,Thiruvarur South,331,Thiruvarur West Market,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Thiruvarur West Market locality in Thiruvarur.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-137,MEDIUM,74,0
CR-2026-00122,ANON-TN-E92B00DBA3,2025-05-09 09:14:06,17,Chengalpattu,68,Chengalpattu South,172,Chengalpattu East Market,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Chengalpattu East Market locality in Chengalpattu.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-242,MEDIUM,66,0
CR-2026-00123,ANON-TN-C4B9843166,2025-12-27 22:59:19,25,Karur,100,Karur North,250,Karur East Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Karur East Sector A locality in Karur.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-335,LOW,67,0
CR-2026-00124,ANON-TN-9129F3356C,2025-04-09 09:10:25,27,Perambalur,109,Perambalur South,272,Perambalur East Bypass Hub,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Perambalur East Bypass Hub locality in Perambalur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-228,HIGH,60,1
CR-2026-00125,ANON-TN-1F07E2347B,2025-08-05 07:53:56,30,Ramanathapuram,119,Ramanathapuram South,292,Ramanathapuram South Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Ramanathapuram South Market locality in Ramanathapuram.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-376,HIGH,73,0
CR-2026-00126,ANON-TN-ED0208938A,2025-06-21 01:40:55,29,Sivaganga,115,Sivaganga South,281,Sivaganga North Bypass Hub,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Sivaganga North Bypass Hub locality in Sivaganga.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-374,MEDIUM,92,0
CR-2026-00127,ANON-TN-6ECE07B885,2026-03-02 01:37:17,11,Dindigul,44,Dindigul South,112,Dindigul East Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Dindigul East Sector A locality in Dindigul.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-16,MEDIUM,76,1
CR-2026-00128,ANON-TN-D10715802F,2024-10-21 07:00:01,22,Dharmapuri,89,Dharmapuri South,219,Dharmapuri North Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Dharmapuri North Sector A locality in Dharmapuri.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-157,MEDIUM,87,0
CR-2026-00129,ANON-TN-6D2A5A5971,2024-11-10 18:08:39,12,Thanjavur,46,Thanjavur North,116,Thanjavur North Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Thanjavur North Market locality in Thanjavur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-43,MEDIUM,74,0
CR-2026-00130,ANON-TN-99BCB55DE8,2026-01-22 03:58:58,36,Ranipet,144,Ranipet North,353,Ranipet North Market,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Ranipet North Market locality in Ranipet.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-61,MEDIUM,66,0
CR-2026-00131,ANON-TN-F7E8E585E5,2026-03-24 16:49:25,28,Pudukkottai,113,Pudukkottai East,277,Pudukkottai East Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Pudukkottai East Sector A locality in Pudukkottai.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-168,MEDIUM,82,0
CR-2026-00132,ANON-TN-53E0745EC1,2024-11-15 20:57:13,28,Pudukkottai,111,Pudukkottai North,278,Pudukkottai East Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Pudukkottai East Market locality in Pudukkottai.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-294,MEDIUM,75,0
CR-2026-00133,ANON-TN-E2F81D0FEE,2024-10-10 18:35:23,4,Salem,14,Salem South,36,Salem South Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Salem South Market locality in Salem.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-291,HIGH,66,0
CR-2026-00134,ANON-TN-9DEA521739,2024-10-05 04:32:07,16,Kancheepuram,66,Kancheepuram Rural,160,Kancheepuram West Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Kancheepuram West Sector A locality in Kancheepuram.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-150,MEDIUM,87,0
CR-2026-00135,ANON-TN-C55F5BE338,2025-07-08 17:27:28,1,Chennai,5,Chennai Rural,7,Chennai East Sector A,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Chennai East Sector A locality in Chennai.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-256,MEDIUM,64,1
CR-2026-00136,ANON-TN-569192D2CD,2026-03-15 11:10:47,5,Tiruchirappalli,21,Tiruchirappalli West,50,Tiruchirappalli East Bypass Hub,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Tiruchirappalli East Bypass Hub locality in Tiruchirappalli.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-367,LOW,60,1
CR-2026-00137,ANON-TN-C913C74771,2024-12-20 04:52:44,2,Coimbatore,6,Coimbatore North,17,Coimbatore North Bypass Hub,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Coimbatore North Bypass Hub locality in Coimbatore.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-376,LOW,90,0
CR-2026-00138,ANON-TN-7236E3161F,2025-03-20 02:18:03,10,Krishnagiri,38,Krishnagiri North,93,Krishnagiri North Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Krishnagiri North Sector A locality in Krishnagiri.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-168,MEDIUM,86,0
CR-2026-00139,ANON-TN-E96C0BD0C4,2026-07-17 21:07:39,1,Chennai,5,Chennai Rural,11,Chennai West Bypass Hub,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Chennai West Bypass Hub locality in Chennai.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-58,HIGH,65,0
CR-2026-00140,ANON-TN-EC07177C10,2025-06-21 11:26:34,14,Kanniyakumari,57,Kanniyakumari West,144,Kanniyakumari Rural Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Kanniyakumari Rural Sector A locality in Kanniyakumari.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-299,HIGH,88,0
CR-2026-00141,ANON-TN-B636451AB5,2025-01-02 22:46:57,28,Pudukkottai,113,Pudukkottai East,278,Pudukkottai East Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Pudukkottai East Market locality in Pudukkottai.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-242,HIGH,88,0
CR-2026-00142,ANON-TN-E3D8EAAA9B,2026-08-16 19:51:02,29,Sivaganga,115,Sivaganga South,287,Sivaganga West Sector A,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Sivaganga West Sector A locality in Sivaganga.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-128,MEDIUM,67,0
CR-2026-00143,ANON-TN-65758D042E,2025-03-11 00:33:29,16,Kancheepuram,63,Kancheepuram South,161,Kancheepuram West Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Kancheepuram West Market locality in Kancheepuram.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-26,LOW,69,0
CR-2026-00144,ANON-TN-296EDFA7C8,2024-09-24 18:50:59,23,Namakkal,95,Namakkal West,235,Namakkal West Market,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Namakkal West Market locality in Namakkal.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-245,HIGH,66,0
CR-2026-00145,ANON-TN-CFAB877AC2,2025-12-16 00:29:59,7,Tiruppur,28,Tiruppur East,69,Tiruppur East Bypass Hub,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Tiruppur East Bypass Hub locality in Tiruppur.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-3,MEDIUM,89,0
CR-2026-00146,ANON-TN-C37750E355,2026-01-31 08:42:16,30,Ramanathapuram,118,Ramanathapuram North,294,Ramanathapuram East Sector A,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Ramanathapuram East Sector A locality in Ramanathapuram.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-216,HIGH,66,0
CR-2026-00147,ANON-TN-2B738B0EEF,2025-02-24 23:33:15,16,Kancheepuram,63,Kancheepuram South,159,Kancheepuram East Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Kancheepuram East Market locality in Kancheepuram.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-55,LOW,91,0
CR-2026-00148,ANON-TN-2B0DCDAD49,2026-01-05 06:07:31,4,Salem,16,Salem West,36,Salem South Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Salem South Market locality in Salem.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-307,LOW,81,0
CR-2026-00149,ANON-TN-9E50A429FC,2026-05-13 18:33:46,35,Mayiladuthurai,142,Mayiladuthurai East,345,Mayiladuthurai South Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Mayiladuthurai South Sector A locality in Mayiladuthurai.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-205,HIGH,68,1
CR-2026-00150,ANON-TN-44FB02624A,2026-01-30 20:53:21,33,Thiruvarur,132,Thiruvarur North,330,Thiruvarur West Sector A,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Thiruvarur West Sector A locality in Thiruvarur.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-39,HIGH,86,1
CR-2026-00151,ANON-TN-CEAB95507C,2026-05-21 13:20:57,19,Cuddalore,79,Cuddalore Rural,196,Cuddalore West Bypass Hub,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Cuddalore West Bypass Hub locality in Cuddalore.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-106,MEDIUM,91,0
CR-2026-00152,ANON-TN-94E365EF68,2025-08-06 13:52:58,38,Tiruvannamalai,153,Tiruvannamalai West,374,Tiruvannamalai West Market,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Tiruvannamalai West Market locality in Tiruvannamalai.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-63,MEDIUM,76,0
CR-2026-00153,ANON-TN-B477076791,2024-10-29 15:19:51,15,Tenkasi,61,Tenkasi East,153,Tenkasi East Bypass Hub,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Tenkasi East Bypass Hub locality in Tenkasi.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-305,LOW,86,0
CR-2026-00154,ANON-TN-FBEB34BC43,2025-01-30 14:56:24,18,Tiruvallur,73,Tiruvallur South,183,Tiruvallur East Market,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Tiruvallur East Market locality in Tiruvallur.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-184,LOW,73,0
